Address	Length	Type	String
.rdata:1053C8F4	00000008	C	ACT_FLY
.rdata:1053C8FC	0000000F	C	ACT_DIERAGDOLL
.rdata:1053C90C	0000000F	C	ACT_DIEVIOLENT
.rdata:1053C91C	0000000F	C	ACT_DIEFORWARD
.rdata:1053C92C	00000010	C	ACT_DIEBACKWARD
.rdata:1053C93C	0000000E	C	ACT_DIESIMPLE
.rdata:1053C94C	00000016	C	ACT_RANGE_ATTACK2_LOW
.rdata:1053C964	00000016	C	ACT_RANGE_ATTACK1_LOW
.rdata:1053C97C	00000012	C	ACT_RANGE_ATTACK2
.rdata:1053C990	00000012	C	ACT_RANGE_ATTACK1
.rdata:1053C9A4	00000017	C	ACT_SCRIPT_CUSTOM_MOVE
.rdata:1053C9BC	00000012	C	ACT_RUN_PROTECTED
.rdata:1053C9D0	00000013	C	ACT_RUN_CROUCH_AIM
.rdata:1053C9E4	0000000F	C	ACT_RUN_CROUCH
.rdata:1053C9F4	0000000C	C	ACT_RUN_AIM
.rdata:1053CA00	00000008	C	ACT_RUN
.rdata:1053CA08	00000014	C	ACT_WALK_CROUCH_AIM
.rdata:1053CA1C	00000010	C	ACT_WALK_CROUCH
.rdata:1053CA2C	0000000D	C	ACT_WALK_AIM
.rdata:1053CA3C	00000009	C	ACT_WALK
.rdata:1053CA48	0000000E	C	ACT_COVER_LOW
.rdata:1053CA58	0000000E	C	ACT_COVER_MED
.rdata:1053CA68	0000000A	C	ACT_COVER
.rdata:1053CA74	0000000F	C	ACT_TRANSITION
.rdata:1053CA84	00000009	C	ACT_IDLE
.rdata:1053CA90	0000000A	C	ACT_RESET
.rdata:1053CA9C	0000002B	C	ERROR: Ammo (%s) found no CVar named (%s)\n
.rdata:1053CAF4	00000016	C	AnimatedEntityTexture
.rdata:1053CB2C	00000016	C	AnimatedOffsetTexture
.rdata:1053CB64	00000010	C	AnimatedTexture
.rdata:1053CB74	00000015	C	onlyAnimateOnTexture
.rdata:1053CBAC	00000017	C	AnimateSpecificTexture
.rdata:1053CBC4	00000025	C	error in transition graph: %s to %s\n
.rdata:1053CC00	0000004E	C	Bad sequence (%i out of %i max) in GetSequenceLinearMotion() for model '%s'!\n
.rdata:1053CC50	0000002E	C	Bad pstudiohdr in GetSequenceLinearMotion()!\n
.rdata:1053CC80	00000008	C	Unknown
.rdata:1053CC88	00000033	C	Bad sequence in GetSequenceName() for model '%s'!\n
.rdata:1053CCBC	0000003B	C	Bad sequence in GetSequenceActivityName() for model '%s'!\n
.rdata:1053CCF8	00000038	C	Model %s tried to reference unregistered activity: %s \n
.rdata:1053CD30	00000010	C	infected/common
.rdata:1053CD40	0000000F	C	infected/witch
.rdata:1053CD50	00000017	C	SelectWeightedSequence
.rdata:1053CD68	0000001E	C	Client SelectWeightedSequence
.rdata:1053CD88	00000014	C	eyebrows_controller
.rdata:1053CD9C	0000000F	C	eyebrows_mover
.rdata:1053CDAC	00000010	C	nose_controller
.rdata:1053CDBC	0000000B	C	nose_snarl
.rdata:1053CDC8	00000014	C	jaw_tilt_controller
.rdata:1053CDDC	00000009	C	jaw_tilt
.rdata:1053CDE8	0000000F	C	jaw_controller
.rdata:1053CDF8	00000009	C	jaw_open
.rdata:1053CE04	00000016	C	Event.MomentOfSilence
.rdata:1053CE1C	0000001B	C	Event.DisturbingAtmosphere
.rdata:1053CE38	00000018	C	Event.LargeAreaRevealed
.rdata:1053CE50	00000017	C	Event.ITMobApproaching
.rdata:1053CE68	00000018	C	Event.MobApproachingFar
.rdata:1053CE80	00000019	C	Event.MobApproachingNear
.rdata:1053CE9C	00000014	C	Event.TaikoDrumsEnd
.rdata:1053CEB0	00000012	C	Event.WitchAttack
.rdata:1053CEC4	0000000F	C	Event.WitchMad
.rdata:1053CED4	00000013	C	Event.HunterPounce
.rdata:1053CEE8	00000012	C	Event.HunterLunge
.rdata:1053CEFC	00000012	C	Event.SmokerChoke
.rdata:1053CF10	00000011	C	Event.SmokerPull
.rdata:1053CF24	00000015	C	Event.VomitInTheFace
.rdata:1053CF3C	00000013	C	Event.ScenarioLose
.rdata:1053CF50	00000012	C	Event.ScenarioWin
.rdata:1053CF64	00000018	C	Event.FinaleEscapeStart
.rdata:1053CF7C	00000012	C	Event.FinalBattle
.rdata:1053CF90	00000013	C	Event.TankBrothers
.rdata:1053CFA4	00000013	C	Event.TankMidpoint
.rdata:1053CFB8	00000012	C	Event.FinaleWave4
.rdata:1053CFCC	00000012	C	Event.FinaleWave3
.rdata:1053CFE0	00000012	C	Event.FinaleWave2
.rdata:1053CFF4	00000012	C	Event.FinaleStart
.rdata:1053D008	00000014	C	Event.SurvivorDeath
.rdata:1053D01C	00000017	C	Event.LedgeHangFalling
.rdata:1053D034	0000001B	C	Event.LedgeHangAboutToFall
.rdata:1053D050	00000017	C	Event.LedgeHangFingers
.rdata:1053D068	00000017	C	Event.LedgeHangOneHand
.rdata:1053D080	00000018	C	Event.LedgeHangTwoHands
.rdata:1053D098	00000012	C	Event.BleedingOut
.rdata:1053D0AC	00000014	C	Event.DownAndBeaten
.rdata:1053D0C0	00000016	C	Event.BossApproaching
.rdata:1053D0D8	00000019	C	Event.InFinaleCheckpoint
.rdata:1053D0F4	00000013	C	Event.InCheckpoint
.rdata:1053D108	00000014	C	Event.MissionStart0
.rdata:1053D184	0000002F	C	--------------------------------------------\n\n
.rdata:1053D1B4	0000002E	C	----------------- frame %d -----------------\n
.rdata:1053D1E4	00000009	C	body_yaw
.rdata:1053D1F0	00000009	C	head_yaw
.rdata:1053D1FC	0000000B	C	body_pitch
.rdata:1053D208	0000000B	C	head_pitch
.rdata:1053D214	00000007	C	move_y
.rdata:1053D21C	00000007	C	move_x
.rdata:1053D260	00000011	C	cl_showanimstate
.rdata:1053D278	0000004A	C	Show the (client) animation state for the specified entity (-1 for none).
.rdata:1053D2C4	00000015	C	cl_showanimstate_log
.rdata:1053D2E0	00000056	C	1 to output cl_showanimstate to Msg(). 2 to store in AnimStateClient.log. 3 for both.
.rdata:1053D338	0000001C	C	cl_showanimstate_activities
.rdata:1053D354	00000039	C	Show activities in the (client) animation state display.
.rdata:1053D390	0000000F	C	mp_feetyawrate
.rdata:1053D3A8	00000045	C	How many degrees per second that we can turn our feet or upper body.
.rdata:1053D3F0	00000013	C	mp_feetyawrate_max
.rdata:1053D408	00000069	C	How many degrees per second that we can turn our feet or upper body when we're outside the max body yaw.
.rdata:1053D474	00000011	C	mp_facefronttime
.rdata:1053D490	00000072	C	After this amount of time of standing in place but aiming to one side, go ahead and move feet to face upper body.
.rdata:1053D504	00000006	C	mp_ik
.rdata:1053D50C	0000001A	C	Use IK on in-place turns.
.rdata:1053D528	00000015	C	CFailableAchievement
.rdata:1053D540	00000011	C	CBaseAchievement
.rdata:1053D5A4	00000026	C	..\\..\\game\\shared\\baseachievement.cpp
.rdata:1053D690	00000047	C	Component %d for achievement %s found, but already had that component\n
.rdata:1053D6D8	00000027	C	Component %d for achievement %s found\n
.rdata:1053D700	0000003E	C	Achievements disabled, ignoring achievement component for %s\n
.rdata:1053D748	00000053	C	ISteamUserStats::GetStat failed to set progress value in Steam for achievement %s\n
.rdata:1053D79C	00000008	C	%s_STAT
.rdata:1053D7A4	0000002B	C	Achievement count increased for %s: %d/%d\n
.rdata:1053D7D0	0000003D	C	Achievements disabled, ignoring achievement progress for %s\n
.rdata:1053D810	00000009	C	m_iCount
.rdata:1053D81C	0000000D	C	m_bActivated
.rdata:1053D82C	0000000A	C	m_bFailed
.rdata:1053D850	00000010	C	animationNoWrap
.rdata:1053D860	00000019	C	animatedTextureFrameRate
.rdata:1053D880	0000001B	C	animatedTextureFrameNumVar
.rdata:1053D89C	00000013	C	animatedTextureVar
.rdata:1053D8D0	00000014	C	_rt_WaterReflection
.rdata:1053D8E4	00000017	C	-reflectionTextureSize
.rdata:1053D8FC	00000014	C	_rt_WaterRefraction
.rdata:1053D910	00000007	C	-tools
.rdata:1053D918	0000000B	C	_rt_Camera
.rdata:1053D924	00000014	C	-monitorTextureSize
.rdata:1053D938	0000000D	C	_rt_eyeglint
.rdata:1053D954	00000017	C	ClientRenderTargets001
.rdata:1053D9EC	00000012	C	CBaseCombatWeapon
.rdata:1053DA0C	00000031	C	GetDeathNoticeName not implemented on client yet
.rdata:1053DA44	0000000C	C	vgui_screen
.rdata:1053DA50	0000000C	C	m_nSequence
.rdata:1053DA5C	0000000A	C	m_flCycle
.rdata:1053DA68	00000011	C	m_nNextThinkTick
.rdata:1053DA7C	00000009	C	m_hOwner
.rdata:1053DA88	00000009	C	m_iState
.rdata:1053DA94	00000012	C	m_iViewModelIndex
.rdata:1053DAA8	00000013	C	m_iWorldModelIndex
.rdata:1053DABC	00000016	C	m_flNextPrimaryAttack
.rdata:1053DAD4	00000018	C	m_flNextSecondaryAttack
.rdata:1053DAEC	00000013	C	m_flTimeWeaponIdle
.rdata:1053DB00	00000013	C	m_iPrimaryAmmoType
.rdata:1053DB14	00000015	C	m_iSecondaryAmmoType
.rdata:1053DB2C	00000009	C	m_iClip1
.rdata:1053DB38	00000009	C	m_iClip2
.rdata:1053DB44	00000012	C	m_nViewModelIndex
.rdata:1053DB58	00000015	C	m_flTimeAttackQueued
.rdata:1053DB70	00000010	C	m_nQueuedAttack
.rdata:1053DB80	0000000C	C	m_bOnlyPump
.rdata:1053DB8C	0000000C	C	m_bInReload
.rdata:1053DB98	0000000F	C	m_bFireOnEmpty
.rdata:1053DBA8	00000017	C	m_flNextEmptySoundTime
.rdata:1053DBC0	0000000B	C	m_Activity
.rdata:1053DBCC	00000010	C	m_fFireDuration
.rdata:1053DBDC	0000000A	C	m_iszName
.rdata:1053DBE8	00000013	C	m_bFiresUnderwater
.rdata:1053DBFC	00000016	C	m_bAltFiresUnderwater
.rdata:1053DC14	0000000D	C	m_fMinRange1
.rdata:1053DC24	0000000D	C	m_fMinRange2
.rdata:1053DC34	0000000D	C	m_fMaxRange1
.rdata:1053DC44	0000000D	C	m_fMaxRange2
.rdata:1053DC54	00000011	C	m_bReloadsSingly
.rdata:1053DC68	0000000E	C	m_bRemoveable
.rdata:1053DC78	00000014	C	m_iPrimaryAmmoCount
.rdata:1053DC8C	00000016	C	m_iSecondaryAmmoCount
.rdata:1053DCA4	00000019	C	DT_LocalActiveWeaponData
.rdata:1053DCC0	00000016	C	should_never_see_this
.rdata:1053DCD8	00000013	C	DT_LocalWeaponData
.rdata:1053DCEC	00000014	C	DT_BaseCombatWeapon
.rdata:1053DD00	00000016	C	LocalActiveWeaponData
.rdata:1053DD18	00000010	C	LocalWeaponData
.rdata:1053DD28	0000000A	C	baseclass
.rdata:1053DD7C	0000000F	C	weapon_tracers
.rdata:1053DD8C	00000019	C	weapon_tracers_explosive
.rdata:1053DDA8	0000001A	C	weapon_tracers_incendiary
.rdata:1053DDCC	0000000D	C	impact_armor
.rdata:1053DDDC	0000001C	C	impact_explosive_ammo_world
.rdata:1053DDF8	0000001C	C	impact_explosive_ammo_small
.rdata:1053DE14	0000001C	C	impact_explosive_ammo_large
.rdata:1053DE30	0000001A	C	impact_incendiary_generic
.rdata:1053DE4C	00000010	C	impact_ricochet
.rdata:1053DE5C	0000000F	C	ParticleTracer
.rdata:1053DE6C	00000028	C	Error reading weapon data file for: %s\n
.rdata:1053DE94	0000003D	C	ERROR: Weapon (%s) using undefined secondary ammo type (%s)\n
.rdata:1053DED4	0000003B	C	ERROR: Weapon (%s) using undefined primary ammo type (%s)\n
.rdata:1053DF20	0000000A	C	!HEV_AMO0
.rdata:1053DF30	0000001B	C	BaseCombatWeapon_HideThink
.rdata:1053DF50	00000007	C	muzzle
.rdata:1053E690	00000013	C	z_tracer_particles
.rdata:1053E6A4	0000001F	C	sv_tracereffects_limit_general
.rdata:1053E6C8	0000002F	C	Limits the number of visible tracers per frame
.rdata:1053E6F8	0000000C	C	CWeaponList
.rdata:1053E708	00000009	C	%f %f %f
.rdata:1053E714	00000010	C	Impact.Concrete
.rdata:1053E724	0000000B	C	ManhackCut
.rdata:1053E730	0000000C	C	BulletProof
.rdata:1053E768	00000007	C	Impact
.rdata:1053E780	0000000C	C	%d %d %d %d
.rdata:1053E78C	00000007	C	origin
.rdata:1053E794	00000007	C	angles
.rdata:1053E79C	00000006	C	angle
.rdata:1053E7A4	0000000F	C	nodamageforces
.rdata:1053E7B4	00000016	C	disablereceiveshadows
.rdata:1053E7DC	0000000F	C	disableshadows
.rdata:1053E7F0	0000000A	C	renderamt
.rdata:1053E7FC	0000000E	C	rendercolor32
.rdata:1053E80C	0000000C	C	rendercolor
.rdata:1053E818	0000000E	C	gunshotsplash
.rdata:1053E84C	0000000C	C	maxgpulevel
.rdata:1053E858	0000000C	C	mingpulevel
.rdata:1053E864	0000000C	C	maxcpulevel
.rdata:1053E870	0000000C	C	mincpulevel
.rdata:1053E87C	00000007	C	90 0 0
.rdata:1053E884	00000008	C	-90 0 0
.rdata:1053E88C	0000001D	C	ERROR: Undefined ammo type!\n
.rdata:1053E8AC	0000000E	C	RagdollImpact
.rdata:1053E8C0	00000048	C	Changing collision rules within a callback is likely to cause crashes!\n
.rdata:1053E908	00000023	C	Overwriting physics object for %s\n
.rdata:1053E934	0000002C	C	Infinite origin from vphysics! (entity %s)\n
.rdata:1053E960	0000002C	C	Infinite angles from vphysics! (entity %s)\n
.rdata:1053E98C	0000002D	C	Updating physics on object in hierarchy %s!\n
.rdata:1053E9BC	0000000D	C	hl2_episodic
.rdata:1053E9CC	00000011	C	ai_shot_bias_min
.rdata:1053E9E8	00000011	C	ai_shot_bias_max
.rdata:1053EA00	00000019	C	ai_debug_shoot_positions
.rdata:1053EA1C	00000012	C	sv_alternateticks
.rdata:1053EA30	00000040	C	If set, server only simulates entities on even numbered ticks.\n
.rdata:1053EA70	0000000D	C	CBaseGrenade
.rdata:1053EA80	0000000F	C	DT_BaseGrenade
.rdata:1053EA90	00000009	C	m_fFlags
.rdata:1053EA9C	0000000E	C	m_vecVelocity
.rdata:1053EAAC	0000000B	C	m_hThrower
.rdata:1053EAB8	0000000A	C	m_bIsLive
.rdata:1053EAC4	0000000C	C	m_DmgRadius
.rdata:1053EAD0	0000000B	C	m_flDamage
.rdata:1053EADC	0000000F	C	m_flNextAttack
.rdata:1053EAEC	00000014	C	BaseGrenade.Explode
.rdata:1053F07C	00000008	C	grenade
.rdata:1053F084	00000014	C	CBaseParticleEntity
.rdata:1053F098	00000016	C	DT_BaseParticleEntity
.rdata:1053F4D4	00000007	C	ladder
.rdata:1053F4DC	0000000C	C	Player.Wade
.rdata:1053F4E8	00000019	C	Player.AmbientUnderWater
.rdata:1053F538	00000006	C	water
.rdata:1053F568	00000012	C	Radial using: %s\n
.rdata:1053F580	00000017	C	no usable entity found
.rdata:1053F598	00000011	C	Trace using: %s\n
.rdata:1053F5AC	0000001C	C	cl_camera_follow_bone_index
.rdata:1053F5C8	00000028	C	..\\..\\game\\shared\\baseplayer_shared.cpp
.rdata:1053F5FC	00000019	C	steam_controller_haptics
.rdata:1053F618	00000010	C	z_use_tolerance
.rdata:1053F630	00000012	C	player_use_radius
.rdata:1053F648	00000018	C	player_incap_use_radius
.rdata:1053F660	00000011	C	sv_infinite_ammo
.rdata:1053F674	00000032	C	Player's active weapon will never run out of ammo
.rdata:1053F6A8	00000010	C	mp_usehwmmodels
.rdata:1053F6B8	00000054	C	Enable the use of the hw morph models. (-1 = never, 1 = always, 0 = based upon GPU)
.rdata:1053F70C	00000014	C	sv_debug_player_use
.rdata:1053F720	00000064	C	Visualizes +use logic. Green cross=trace success, Red cross=trace too far, Green box=radius success
.rdata:1053F784	00000014	C	cl_debug_player_use
.rdata:1053F798	00000078	C	Visualizes +use logic for the given range. Green cross=trace success, Red cross=trace too far, Green box=radius success
.rdata:1053F810	00000016	C	sv_suppress_viewpunch
.rdata:1053F828	0000000D	C	smoothstairs
.rdata:1053F838	00000037	C	Smooth player eye z coordinate when traversing stairs.
.rdata:1053F870	0000000F	C	CBaseViewModel
.rdata:1053F890	0000000E	C	m_nModelIndex
.rdata:1053F8A0	00000008	C	m_nSkin
.rdata:1053F8A8	00000008	C	m_nBody
.rdata:1053F8B0	00000011	C	m_flPlaybackRate
.rdata:1053F8C4	0000000B	C	m_fEffects
.rdata:1053F8D0	00000013	C	m_nAnimationParity
.rdata:1053F8E4	0000000A	C	m_hWeapon
.rdata:1053F8F0	0000000D	C	m_flAnimTime
.rdata:1053F900	00000011	C	m_nLayerSequence
.rdata:1053F914	00000009	C	m_nLayer
.rdata:1053F920	00000013	C	m_flLayerStartTime
.rdata:1053F940	0000002B	C	..\\..\\game\\shared\\baseviewmodel_shared.cpp
.rdata:1053F970	00000011	C	DT_BaseViewModel
.rdata:1053F984	00000015	C	m_nMuzzleFlashParity
.rdata:1053F99C	00000015	C	m_nResetEventsParity
.rdata:1053F9B4	00000015	C	m_nNewSequenceParity
.rdata:1053FE74	0000000A	C	viewmodel
.rdata:1053FE80	00000013	C	viewmodel_offset_x
.rdata:1053FE98	00000013	C	viewmodel_offset_y
.rdata:1053FEAC	00000013	C	viewmodel_offset_z
.rdata:1053FEC0	00000006	C	CBeam
.rdata:1053FEC8	0000000C	C	m_nBeamType
.rdata:1053FED4	0000000F	C	m_nNumBeamEnts
.rdata:1053FEE4	00000010	C	m_hAttachEntity
.rdata:1053FEF4	0000000F	C	m_nAttachIndex
.rdata:1053FF04	0000000D	C	m_nHaloIndex
.rdata:1053FF14	0000000D	C	m_fHaloScale
.rdata:1053FF24	00000009	C	m_fWidth
.rdata:1053FF30	0000000C	C	m_fEndWidth
.rdata:1053FF3C	0000000E	C	m_fFadeLength
.rdata:1053FF4C	0000000D	C	m_fAmplitude
.rdata:1053FF5C	0000000E	C	m_fStartFrame
.rdata:1053FF6C	00000009	C	m_fSpeed
.rdata:1053FF78	0000000C	C	m_nRenderFX
.rdata:1053FF84	0000000E	C	m_nRenderMode
.rdata:1053FF94	0000000E	C	m_flFrameRate
.rdata:1053FFA4	0000000A	C	m_flFrame
.rdata:1053FFB0	0000000C	C	m_clrRender
.rdata:1053FFBC	0000000C	C	m_vecEndPos
.rdata:1053FFC8	0000000C	C	m_vecOrigin
.rdata:1053FFD4	00000026	C	Setting CBeam to non-sprite model %s\n
.rdata:1053FFFC	0000002E	C	classname %s used to create wrong class type\n
.rdata:10540040	00000008	C	DT_Beam
.rdata:10540048	0000000B	C	moveparent
.rdata:10540054	00000012	C	m_flHDRColorScale
.rdata:10540068	00000012	C	m_nAttachIndex[0]
.rdata:1054007C	00000013	C	m_hAttachEntity[0]
.rdata:10540090	0000000D	C	m_nBeamFlags
.rdata:10540460	00000008	C	BigShot
.rdata:1054048C	00000020	C	debug/debugwireframevertexcolor
.rdata:105404AC	0000000F	C	Other textures
.rdata:105404BC	0000000F	C	$hdrcolorscale
.rdata:10540500	0000001B	C	Invalid blackbox type: %s\n
.rdata:1054051C	00000009	C	blackbox
.rdata:10540528	00000041	C	Performance warning: Add $bonemerge \"%s\" to QC that builds \"%s\"\n
.rdata:1054056C	00000015	C	bone_merge_cache.cpp
.rdata:10540584	0000000E	C	DT_AI_BaseNPC
.rdata:10540594	00000013	C	m_flTimePingEffect
.rdata:105405A8	00000013	C	m_bImportanRagdoll
.rdata:105405BC	00000012	C	m_bSpeedModActive
.rdata:105405D0	00000011	C	m_iSpeedModSpeed
.rdata:105405E4	00000012	C	m_iSpeedModRadius
.rdata:105405F8	0000000E	C	m_iDeathFrame
.rdata:10540608	0000000D	C	m_iDeathPose
.rdata:10540618	0000000E	C	m_bFadeCorpse
.rdata:10540628	0000000C	C	m_bIsMoving
.rdata:10540634	00000014	C	m_bPerformAvoidance
.rdata:10540648	0000000C	C	m_lifeState
.rdata:10540B40	0000000C	C	CAI_BaseNPC
.rdata:10540B4C	00000011	C	C_ClientRagdoll2
.rdata:10540B60	00000010	C	C_ClientRagdoll
.rdata:10540B70	00000010	C	C_BaseAnimating
.rdata:10540B88	00000017	C	DT_ServerAnimationData
.rdata:10540BA0	00000016	C	m_flEncodedController
.rdata:10540BB8	00000010	C	m_nPrevSequence
.rdata:10540BF0	00000025	C	Attached %s (mod_studio) to %s (%d)\n
.rdata:10540C18	0000002C	C	mod_studio: MOVETYPE_FOLLOW with no model.\n
.rdata:10540C44	00000014	C	c_baseanimating.cpp
.rdata:10540C58	00000016	C	Other_Model_Rendering
.rdata:10540C70	0000001B	C	C_BaseAnimating::DrawModel
.rdata:10540C8C	00000036	C	C_BaseAnimating::SequenceDuration( %d ) out of range\n
.rdata:1054107C	00000010	C	DT_BoneFollower
.rdata:1054108C	0000000D	C	m_solidIndex
.rdata:1054109C	0000000D	C	m_modelIndex
.rdata:105410AC	00000006	C	Tools
.rdata:105410B4	0000001D	C	C_BaseAnimating::RecordBones
.rdata:105410D4	0000000E	C	baseanimating
.rdata:10541118	0000000E	C	CJob::DoAbort
.rdata:10541128	00000043	C	C:\\buildworker\\l4d2_rel_win32\\build\\src\\public\\vstdlib/jobthread.h
.rdata:1054116C	00000009	C	%s %s %d
.rdata:10541178	0000000C	C	CJob::Abort
.rdata:10541184	00000011	C	DT_BaseAnimating
.rdata:10541198	0000000B	C	m_flFrozen
.rdata:105411A4	0000000F	C	serveranimdata
.rdata:105411B4	00000012	C	m_hLightingOrigin
.rdata:105411C8	00000015	C	m_bClientSideRagdoll
.rdata:105411E0	00000018	C	m_bClientSideFrameReset
.rdata:105411F8	00000017	C	m_bClientSideAnimation
.rdata:10541210	00000019	C	m_flEncodedController[0]
.rdata:1054122C	00000012	C	m_flPoseParameter
.rdata:10541240	00000015	C	m_flPoseParameter[0]
.rdata:10541258	0000000F	C	m_flModelScale
.rdata:10541268	0000000D	C	m_nHitboxSet
.rdata:10541278	0000000B	C	m_vecForce
.rdata:10541284	0000000D	C	m_nForceBone
.rdata:10541298	0000000A	C	%s %6.2f 
.rdata:105412A4	00000009	C	%6.2f : 
.rdata:105412BC	00000008	C	SHOTGUN
.rdata:105412C4	00000007	C	PISTOL
.rdata:105412D4	00000008	C	COMBINE
.rdata:105412DC	0000000D	C	DoExecute %s
.rdata:10541338	00000045	C	%d entities in bone setup array. Should have been cleaned up by now\n
.rdata:10541388	0000002C	C	Memory allocation of RagdollInfo_t failed!\n
.rdata:105413B4	0000000B	C	**studio**
.rdata:105413C0	0000000A	C	No model!
.rdata:105413CC	0000000B	C	Not Found!
.rdata:105413D8	00000031	C	Failed to get collision model (%d, %d), %s (%s)\n
.rdata:1054140C	00000007	C	active
.rdata:10541414	00000008	C	dormant
.rdata:1054141C	00000011	C	Client_Animation
.rdata:10541430	0000001B	C	UpdateClientSideAnimations
.rdata:1054144C	00000027	C	C_BaseAnimating::GetToolRecordingState
.rdata:105414A8	00000006	C	mouth
.rdata:105414B0	00000017	C	%s : %s : SetSequence\n
.rdata:10541538	00000016	C	Can't create ragdoll\n
.rdata:10541550	00000020	C	delete ragdoll due to nointerp\n
.rdata:10541610	0000000A	C	RightFoot
.rdata:1054161C	00000009	C	LeftFoot
.rdata:10541628	00000011	C	%s.FootstepRight
.rdata:1054163C	00000014	C	%s.RunFootstepRight
.rdata:10541650	00000010	C	%s.FootstepLeft
.rdata:10541660	00000013	C	%s.RunFootstepLeft
.rdata:10541674	0000000D	C	NPC_CombineS
.rdata:10541684	00000021	C	Unhandled eject brass animevent\n
.rdata:105416A8	00000080	C	Failed to find attachment point specified for particle effect anim event. Trying to spawn effect '%s' on attachment named '%s'\n
.rdata:10541728	00000074	C	Invalid attach type specified for particle effect anim event. Trying to spawn effect '%s' with attach type of '%s'\n
.rdata:1054179C	0000000A	C	Run %s %d
.rdata:105417A8	0000000B	C	m_bFadeOut
.rdata:105417B4	0000000D	C	m_bImportant
.rdata:105417C4	00000013	C	m_iCurrentFriction
.rdata:105417D8	0000000F	C	m_iMinFriction
.rdata:105417E8	0000000F	C	m_iMaxFriction
.rdata:105417F8	00000014	C	m_flFrictionModTime
.rdata:1054180C	00000011	C	m_flFrictionTime
.rdata:10541820	00000015	C	m_iFrictionAnimState
.rdata:10541838	00000012	C	m_bReleaseRagdoll
.rdata:1054184C	0000000F	C	m_flEffectTime
.rdata:1054185C	0000000D	C	m_bFadingOut
.rdata:1054186C	0000000D	C	m_flScaleEnd
.rdata:1054187C	00000013	C	m_flScaleTimeStart
.rdata:10541890	00000011	C	m_flScaleTimeEnd
.rdata:105418A4	0000000B	C	m_pRagdoll
.rdata:105418B0	0000001E	C	C_BaseAnimating::m_iv_flCycle
.rdata:105418D0	0000002A	C	C_BaseAnimating::m_iv_flEncodedController
.rdata:105418FC	00000026	C	C_BaseAnimating::m_iv_flPoseParameter
.rdata:10541DA0	00000026	C	C_BaseAnimating::BuildTransformations
.rdata:10541DC8	0000001A	C	Client_Animation_Threaded
.rdata:10541DE4	00000023	C	C_BaseAnimating::ThreadedBoneSetup
.rdata:10541E08	00000095	C	Failed to find attachment point specified for particle effect in model '%s' keyvalues section. Trying to spawn effect '%s' on attachment named '%s'\n
.rdata:10541EA0	00000089	C	Invalid attach type specified for particle effect in model '%s' keyvalues section. Trying to spawn effect '%s' with attach type of '%s'\n
.rdata:10541F2C	00000010	C	attachment_type
.rdata:10541F3C	00000011	C	attachment_point
.rdata:10541F58	0000000A	C	Particles
.rdata:10541F64	00000007	C	Cables
.rdata:10541F74	0000002C	C	    %8.4f : %30s : %5.3f [%5.3f]: %4.2f %s\n
.rdata:10541FA0	0000002C	C	--- %8.4f : %30s : %5.3f [%5.3f]: %4.2f %s\n
.rdata:10541FD0	00000035	C	SetupBones: invalid bone array size (%d - needs %d)\n
.rdata:10542008	00000006	C	%d:%s
.rdata:10542010	00000033	C	*** ERROR: Bone access not allowed (entity %i:%s)\n
.rdata:10542044	0000001C	C	C_BaseAnimating::SetupBones
.rdata:10542060	0000000F	C	client_ragdoll
.rdata:10542970	00000010	C	client_ragdoll2
.rdata:10542980	00000011	C	cl_SetupAllBones
.rdata:10542994	00000011	C	r_sequence_debug
.rdata:105429A8	00000015	C	r_debug_sequencesets
.rdata:105429C4	0000000F	C	r_jiggle_bones
.rdata:105429D4	0000001B	C	inferno_entity_flame_scale
.rdata:105429F0	00000012	C	z_burn_decay_rate
.rdata:10542A04	00000032	C	How fast the burn effect dies on burning ragdolls
.rdata:10542A38	00000010	C	z_it_decay_rate
.rdata:10542A48	00000006	C	0.001
.rdata:10542A50	0000001C	C	How fast the IT effect dies
.rdata:10542A6C	00000012	C	z_camo_decay_rate
.rdata:10542A80	00000030	C	How fast the camouflage effect dies on ragdolls
.rdata:10542AB0	0000001A	C	z_ragdoll_impact_strength
.rdata:10542AD0	00000014	C	cl_disable_ragdolls
.rdata:10542AE4	00000013	C	z_gib_despawn_time
.rdata:10542AF8	00000006	C	10.0f
.rdata:10542B00	0000000E	C	cl_ejectbrass
.rdata:10542B10	0000000E	C	sfm_record_hz
.rdata:10542B24	00000013	C	vcollide_wireframe
.rdata:10542B38	0000002D	C	Render physics collision models in wireframe
.rdata:10542B68	00000016	C	phys2_debug_wireframe
.rdata:10542B80	0000002B	C	Render Phys2 collision models in wireframe
.rdata:10542BAC	00000015	C	enable_skeleton_draw
.rdata:10542BC4	0000001E	C	Render skeletons in wireframe
.rdata:10542BE4	0000000F	C	CBaseAnimating
.rdata:10542BF4	0000001A	C	g_debug_ragdoll_visualize
.rdata:10542C10	00000014	C	g_ragdoll_fadespeed
.rdata:10542C28	00000016	C	g_ragdoll_lvfadespeed
.rdata:10542C44	00000017	C	cl_threaded_bone_setup
.rdata:10542C5C	0000003C	C	Enable parallel processing of C_BaseAnimating::SetupBones()
.rdata:10542C98	00000012	C	r_drawothermodels
.rdata:10542CAC	0000001D	C	0=Off, 1=Normal, 2=Wireframe
.rdata:10542CCC	00000018	C	r_drawmodelstatsoverlay
